i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
1077	1094	1233	1144	1078	1198	1172	1062	1206	0
1094	1233	1144	1078	1198	1172	1062	1206	1210	0
1233	1144	1078	1198	1172	1062	1206	1210	1094	0
1144	1078	1198	1172	1062	1206	1210	1094	1198	0
1078	1198	1172	1062	1206	1210	1094	1198	1249	0
1198	1172	1062	1206	1210	1094	1198	1249	1121	0
1172	1062	1206	1210	1094	1198	1249	1121	1218	0
1062	1206	1210	1094	1198	1249	1121	1218	1237	0
1206	1210	1094	1198	1249	1121	1218	1237	1128	0
1210	1094	1198	1249	1121	1218	1237	1128	1160	0
1094	1198	1249	1121	1218	1237	1128	1160	1222	0
1198	1249	1121	1218	1237	1128	1160	1222	1116	0
1249	1121	1218	1237	1128	1160	1222	1116	1039	0
1121	1218	1237	1128	1160	1222	1116	1039	1191	0
1218	1237	1128	1160	1222	1116	1039	1191	1121	0
1237	1128	1160	1222	1116	1039	1191	1121	1023	0
1128	1160	1222	1116	1039	1191	1121	1023	1183	0
1160	1222	1116	1039	1191	1121	1023	1183	1191	0
1222	1116	1039	1191	1121	1023	1183	1191	1035	0
1116	1039	1191	1121	1023	1183	1191	1035	1163	0
1039	1191	1121	1023	1183	1191	1035	1163	1202	0
1191	1121	1023	1183	1191	1035	1163	1202	1086	0
1121	1023	1183	1191	1035	1163	1202	1086	1175	0
1023	1183	1191	1035	1163	1202	1086	1175	1222	0
1183	1191	1035	1163	1202	1086	1175	1222	1113	0
1191	1035	1163	1202	1086	1175	1222	1113	1128	0
1035	1163	1202	1086	1175	1222	1113	1128	1113	0
1163	1202	1086	1175	1222	1113	1128	1113	1043	0
1202	1086	1175	1222	1113	1128	1113	1043	1074	0
1086	1175	1222	1113	1128	1113	1043	1074	1175	0
1175	1222	1113	1128	1113	1043	1074	1175	1031	0
1222	1113	1128	1113	1043	1074	1175	1031	1167	0
1113	1128	1113	1043	1074	1175	1031	1167	1195	0
1128	1113	1043	1074	1175	1031	1167	1195	1089	0
1113	1043	1074	1175	1031	1167	1195	1089	1210	0
1043	1074	1175	1031	1167	1195	1089	1210	1171	0
1074	1175	1031	1167	1195	1089	1210	1171	1008	0
1175	1031	1167	1195	1089	1210	1171	1008	1101	0
1031	1167	1195	1089	1210	1171	1008	1101	1144	0
1167	1195	1089	1210	1171	1008	1101	1144	1051	0
1195	1089	1210	1171	1008	1101	1144	1051	1058	0
1089	1210	1171	1008	1101	1144	1051	1058	1172	0
1210	1171	1008	1101	1144	1051	1058	1172	1050	0
1171	1008	1101	1144	1051	1058	1172	1050	1004	0
1008	1101	1144	1051	1058	1172	1050	1004	1097	0
1101	1144	1051	1058	1172	1050	1004	1097	1144	0
1144	1051	1058	1172	1050	1004	1097	1144	996	0
1051	1058	1172	1050	1004	1097	1144	996	1078	0
1058	1172	1050	1004	1097	1144	996	1078	1113	0
1172	1050	1004	1097	1144	996	1078	1113	1008	0
1050	1004	1097	1144	996	1078	1113	1008	1101	0
1004	1097	1144	996	1078	1113	1008	1101	1109	0
1097	1144	996	1078	1113	1008	1101	1109	1047	0
1144	996	1078	1113	1008	1101	1109	1047	1019	0
996	1078	1113	1008	1101	1109	1047	1019	1074	0
1078	1113	1008	1101	1109	1047	1019	1074	1035	0
1113	1008	1101	1109	1047	1019	1074	1035	1023	0
1008	1101	1109	1047	1019	1074	1035	1023	1129	0
1101	1109	1047	1019	1074	1035	1023	1129	1097	0
1109	1047	1019	1074	1035	1023	1129	1097	1051	0
1047	1019	1074	1035	1023	1129	1097	1051	1186	0
1019	1074	1035	1023	1129	1097	1051	1186	1148	0
1074	1035	1023	1129	1097	1051	1186	1148	1059	0
1035	1023	1129	1097	1051	1186	1148	1059	1155	0
1023	1129	1097	1051	1186	1148	1059	1155	1195	0
1129	1097	1051	1186	1148	1059	1155	1195	1109	0
1097	1051	1186	1148	1059	1155	1195	1109	1066	0
1051	1186	1148	1059	1155	1195	1109	1066	1179	0
1186	1148	1059	1155	1195	1109	1066	1179	1086	0
1148	1059	1155	1195	1109	1066	1179	1086	1144	0
1059	1155	1195	1109	1066	1179	1086	1144	1260	0
1155	1195	1109	1066	1179	1086	1144	1260	1203	0
1195	1109	1066	1179	1086	1144	1260	1203	1155	0
1109	1066	1179	1086	1144	1260	1203	1155	1269	0
1066	1179	1086	1144	1260	1203	1155	1269	1206	0
1179	1086	1144	1260	1203	1155	1269	1206	1097	0
1086	1144	1260	1203	1155	1269	1206	1097	1175	0
1144	1260	1203	1155	1269	1206	1097	1175	1133	0
1260	1203	1155	1269	1206	1097	1175	1133	1031	0
1203	1155	1269	1206	1097	1175	1133	1031	1113	0
1155	1269	1206	1097	1175	1133	1031	1113	1155	0
1269	1206	1097	1175	1133	1031	1113	1155	1039	0
1206	1097	1175	1133	1031	1113	1155	1039	1171	0
1097	1175	1133	1031	1113	1155	1039	1171	1047	0
1175	1133	1031	1113	1155	1039	1171	1047	1043	0
1133	1031	1113	1155	1039	1171	1047	1043	1171	0
1031	1113	1155	1039	1171	1047	1043	1171	1089	0
1113	1155	1039	1171	1047	1043	1171	1089	1078	0
1155	1039	1171	1047	1043	1171	1089	1078	1175	0
1039	1171	1047	1043	1171	1089	1078	1175	1125	0
1171	1047	1043	1171	1089	1078	1175	1125	1004	0
1047	1043	1171	1089	1078	1175	1125	1004	1194	0
1043	1171	1089	1078	1175	1125	1004	1194	1125	0
1171	1089	1078	1175	1125	1004	1194	1125	1031	0
1089	1078	1175	1125	1004	1194	1125	1031	1035	0
1078	1175	1125	1004	1194	1125	1031	1035	1191	0
1175	1125	1004	1194	1125	1031	1035	1191	1116	0
1125	1004	1194	1125	1031	1035	1191	1116	1063	0
1004	1194	1125	1031	1035	1191	1116	1063	1175	0
1194	1125	1031	1035	1191	1116	1063	1175	1124	0
1125	1031	1035	1191	1116	1063	1175	1124	1039	0
1031	1035	1191	1116	1063	1175	1124	1039	1125	0
1035	1191	1116	1063	1175	1124	1039	1125	1140	0
1191	1116	1063	1175	1124	1039	1125	1140	1050	0
1116	1063	1175	1124	1039	1125	1140	1050	1168	0
1063	1175	1124	1039	1125	1140	1050	1168	1151	0
1175	1124	1039	1125	1140	1050	1168	1151	1078	0
1124	1039	1125	1140	1050	1168	1151	1078	1175	0
1039	1125	1140	1050	1168	1151	1078	1175	1133	0
1125	1140	1050	1168	1151	1078	1175	1133	1019	0
1140	1050	1168	1151	1078	1175	1133	1019	1148	0
1050	1168	1151	1078	1175	1133	1019	1148	1206	0
1168	1151	1078	1175	1133	1019	1148	1206	1043	0
1151	1078	1175	1133	1019	1148	1206	1043	1101	0
1078	1175	1133	1019	1148	1206	1043	1101	1094	0
1175	1133	1019	1148	1206	1043	1101	1094	1031	0
1133	1019	1148	1206	1043	1101	1094	1031	1000	0
1019	1148	1206	1043	1101	1094	1031	1000	1151	0
1148	1206	1043	1101	1094	1031	1000	1151	1183	0
1206	1043	1101	1094	1031	1000	1151	1183	1008	0
1043	1101	1094	1031	1000	1151	1183	1008	1179	0
1101	1094	1031	1000	1151	1183	1008	1179	1148	0
1094	1031	1000	1151	1183	1008	1179	1148	1043	0
1031	1000	1151	1183	1008	1179	1148	1043	1074	0
1000	1151	1183	1008	1179	1148	1043	1074	1194	0
1151	1183	1008	1179	1148	1043	1074	1194	1078	0
1183	1008	1179	1148	1043	1074	1194	1078	1167	0
1008	1179	1148	1043	1074	1194	1078	1167	1187	0
1179	1148	1043	1074	1194	1078	1167	1187	1078	0
1148	1043	1074	1194	1078	1167	1187	1078	1031	0
1043	1074	1194	1078	1167	1187	1078	1031	1167	0
1074	1194	1078	1167	1187	1078	1031	1167	1055	0
1194	1078	1167	1187	1078	1031	1167	1055	1117	0
1078	1167	1187	1078	1031	1167	1055	1117	1159	0
1167	1187	1078	1031	1167	1055	1117	1159	1008	0
1187	1078	1031	1167	1055	1117	1159	1008	1148	0
1078	1031	1167	1055	1117	1159	1008	1148	1140	0
1031	1167	1055	1117	1159	1008	1148	1140	1054	0
1167	1055	1117	1159	1008	1148	1140	1054	1175	0
1055	1117	1159	1008	1148	1140	1054	1175	1164	0
1117	1159	1008	1148	1140	1054	1175	1164	1070	0
1159	1008	1148	1140	1054	1175	1164	1070	1101	0
1008	1148	1140	1054	1175	1164	1070	1101	1136	0
1148	1140	1054	1175	1164	1070	1101	1136	1140	0
1140	1054	1175	1164	1070	1101	1136	1140	1020	0
1054	1175	1164	1070	1101	1136	1140	1020	1152	0
1175	1164	1070	1101	1136	1140	1020	1152	1202	0
1164	1070	1101	1136	1140	1020	1152	1202	1101	0
1070	1101	1136	1140	1020	1152	1202	1101	1202	0
1101	1136	1140	1020	1152	1202	1101	1202	1288	0
1136	1140	1020	1152	1202	1101	1202	1288	1117	0
1140	1020	1152	1202	1101	1202	1288	1117	1144	0
1020	1152	1202	1101	1202	1288	1117	1144	1179	0
1152	1202	1101	1202	1288	1117	1144	1179	1074	0
1202	1101	1202	1288	1117	1144	1179	1074	1163	0
1101	1202	1288	1117	1144	1179	1074	1163	1179	0
1202	1288	1117	1144	1179	1074	1163	1179	1066	0
1288	1117	1144	1179	1074	1163	1179	1066	1051	0
1117	1144	1179	1074	1163	1179	1066	1051	1175	0
1144	1179	1074	1163	1179	1066	1051	1175	1152	0
1179	1074	1163	1179	1066	1051	1175	1152	1078	0
1074	1163	1179	1066	1051	1175	1152	1078	1163	0
1163	1179	1066	1051	1175	1152	1078	1163	1136	0
1179	1066	1051	1175	1152	1078	1163	1136	1059	0
1066	1051	1175	1152	1078	1163	1136	1059	1198	0
1051	1175	1152	1078	1163	1136	1059	1198	1121	0
1175	1152	1078	1163	1136	1059	1198	1121	1023	0
1152	1078	1163	1136	1059	1198	1121	1023	1171	0
1078	1163	1136	1059	1198	1121	1023	1171	1121	0
1163	1136	1059	1198	1121	1023	1171	1121	1019	0
1136	1059	1198	1121	1023	1171	1121	1019	1094	0
1059	1198	1121	1023	1171	1121	1019	1094	1179	0
1198	1121	1023	1171	1121	1019	1094	1179	1078	0
1121	1023	1171	1121	1019	1094	1179	1078	1194	0
1023	1171	1121	1019	1094	1179	1078	1194	1179	0
1171	1121	1019	1094	1179	1078	1194	1179	1082	0
1121	1019	1094	1179	1078	1194	1179	1082	1210	0
1019	1094	1179	1078	1194	1179	1082	1210	1089	0
1094	1179	1078	1194	1179	1082	1210	1089	1059	0
1179	1078	1194	1179	1082	1210	1089	1059	1152	0
1078	1194	1179	1082	1210	1089	1059	1152	1074	0
1194	1179	1082	1210	1089	1059	1152	1074	1023	0
1179	1082	1210	1089	1059	1152	1074	1023	1132	0
1082	1210	1089	1059	1152	1074	1023	1132	1144	0
1210	1089	1059	1152	1074	1023	1132	1144	1043	0
1089	1059	1152	1074	1023	1132	1144	1043	1136	0
1059	1152	1074	1023	1132	1144	1043	1136	1171	0
1152	1074	1023	1132	1144	1043	1136	1171	1063	0
1074	1023	1132	1144	1043	1136	1171	1063	1159	0
1023	1132	1144	1043	1136	1171	1063	1159	1132	0
1132	1144	1043	1136	1171	1063	1159	1132	1059	0
1144	1043	1136	1171	1063	1159	1132	1059	1117	0
1043	1136	1171	1063	1159	1132	1059	1117	1151	0
1136	1171	1063	1159	1132	1059	1117	1151	1059	0
1171	1063	1159	1132	1059	1117	1151	1059	1077	0
1063	1159	1132	1059	1117	1151	1059	1077	1195	0
1159	1132	1059	1117	1151	1059	1077	1195	1089	0
1132	1059	1117	1151	1059	1077	1195	1089	1047	0
1059	1117	1151	1059	1077	1195	1089	1047	1199	0
1117	1151	1059	1077	1195	1089	1047	1199	1085	0
1151	1059	1077	1195	1089	1047	1199	1085	1055	0
1059	1077	1195	1089	1047	1199	1085	1055	1151	0
1077	1195	1089	1047	1199	1085	1055	1151	1094	0
1195	1089	1047	1199	1085	1055	1151	1094	1023	0
1089	1047	1199	1085	1055	1151	1094	1023	1136	0
1047	1199	1085	1055	1151	1094	1023	1136	1179	0
1199	1085	1055	1151	1094	1023	1136	1179	1090	0
1085	1055	1151	1094	1023	1136	1179	1090	1226	0
1055	1151	1094	1023	1136	1179	1090	1226	1163	0
1151	1094	1023	1136	1179	1090	1226	1163	1167	0
1094	1023	1136	1179	1090	1226	1163	1167	1257	0
1023	1136	1179	1090	1226	1163	1167	1257	1128	0
1136	1179	1090	1226	1163	1167	1257	1128	1176	0
1179	1090	1226	1163	1167	1257	1128	1176	1237	0
1090	1226	1163	1167	1257	1128	1176	1237	1187	0
1226	1163	1167	1257	1128	1176	1237	1187	1097	0
1163	1167	1257	1128	1176	1237	1187	1097	1144	0
1167	1257	1128	1176	1237	1187	1097	1144	1074	0
1257	1128	1176	1237	1187	1097	1144	1074	1148	0
1128	1176	1237	1187	1097	1144	1074	1148	1187	0
1176	1237	1187	1097	1144	1074	1148	1187	1124	0
1237	1187	1097	1144	1074	1148	1187	1124	1047	0
1187	1097	1144	1074	1148	1187	1124	1047	1124	0
1097	1144	1074	1148	1187	1124	1047	1124	1187	0
1144	1074	1148	1187	1124	1047	1124	1187	1062	0
1074	1148	1187	1124	1047	1124	1187	1062	1140	0
1148	1187	1124	1047	1124	1187	1062	1140	1125	0
1187	1124	1047	1124	1187	1062	1140	1125	1039	0
1124	1047	1124	1187	1062	1140	1125	1039	1194	0
1047	1124	1187	1062	1140	1125	1039	1194	1191	0
1124	1187	1062	1140	1125	1039	1194	1191	1089	0
1187	1062	1140	1125	1039	1194	1191	1089	1195	0
1062	1140	1125	1039	1194	1191	1089	1195	1191	0
1140	1125	1039	1194	1191	1089	1195	1191	1081	0
1125	1039	1194	1191	1089	1195	1191	1081	1175	0
1039	1194	1191	1089	1195	1191	1081	1175	1168	0
1194	1191	1089	1195	1191	1081	1175	1168	1050	0
1191	1089	1195	1191	1081	1175	1168	1050	993	0
1089	1195	1191	1081	1175	1168	1050	993	1151	0
1195	1191	1081	1175	1168	1050	993	1151	1082	0
1191	1081	1175	1168	1050	993	1151	1082	1016	0
1081	1175	1168	1050	993	1151	1082	1016	1202	0
1175	1168	1050	993	1151	1082	1016	1202	1113	0
1168	1050	993	1151	1082	1016	1202	1113	1047	0
1050	993	1151	1082	1016	1202	1113	1047	1163	0
993	1151	1082	1016	1202	1113	1047	1163	1136	0
1151	1082	1016	1202	1113	1047	1163	1136	1031	0
1082	1016	1202	1113	1047	1163	1136	1031	1082	0
1016	1202	1113	1047	1163	1136	1031	1082	1128	0
1202	1113	1047	1163	1136	1031	1082	1128	1000	0
1113	1047	1163	1136	1031	1082	1128	1000	1047	0
1047	1163	1136	1031	1082	1128	1000	1047	1117	0
1163	1136	1031	1082	1128	1000	1047	1117	1000	0
1136	1031	1082	1128	1000	1047	1117	1000	1152	0
1031	1082	1128	1000	1047	1117	1000	1152	1108	0
1082	1128	1000	1047	1117	1000	1152	1108	1051	0
1128	1000	1047	1117	1000	1152	1108	1051	1222	0
1000	1047	1117	1000	1152	1108	1051	1222	1148	0
1047	1117	1000	1152	1108	1051	1222	1148	1031	0
1117	1000	1152	1108	1051	1222	1148	1031	1089	0
1000	1152	1108	1051	1222	1148	1031	1089	1102	0
1152	1108	1051	1222	1148	1031	1089	1102	1000	0
1108	1051	1222	1148	1031	1089	1102	1000	957	0
1051	1222	1148	1031	1089	1102	1000	957	1148	0
1222	1148	1031	1089	1102	1000	957	1148	1179	0
1148	1031	1089	1102	1000	957	1148	1179	1132	0
1031	1089	1102	1000	957	1148	1179	1132	1264	0
1089	1102	1000	957	1148	1179	1132	1264	1211	0
1102	1000	957	1148	1179	1132	1264	1211	1112	0
1000	957	1148	1179	1132	1264	1211	1112	1211	0
957	1148	1179	1132	1264	1211	1112	1211	1252	0
1148	1179	1132	1264	1211	1112	1211	1252	1055	0
1179	1132	1264	1211	1112	1211	1252	1055	1089	0
1132	1264	1211	1112	1211	1252	1055	1089	1168	0
1264	1211	1112	1211	1252	1055	1089	1168	1043	0
1211	1112	1211	1252	1055	1089	1168	1043	1046	0
1112	1211	1252	1055	1089	1168	1043	1046	1214	0
1211	1252	1055	1089	1168	1043	1046	1214	1168	0
1252	1055	1089	1168	1043	1046	1214	1168	1054	0
1055	1089	1168	1043	1046	1214	1168	1054	1183	0
1089	1168	1043	1046	1214	1168	1054	1183	1159	0
1168	1043	1046	1214	1168	1054	1183	1159	1032	0
1043	1046	1214	1168	1054	1183	1159	1032	1077	0
1046	1214	1168	1054	1183	1159	1032	1077	1067	0
1214	1168	1054	1183	1159	1032	1077	1067	1015	0
1168	1054	1183	1159	1032	1077	1067	1015	988	0
1054	1183	1159	1032	1077	1067	1015	988	1105	0
1183	1159	1032	1077	1067	1015	988	1105	1051	0
1159	1032	1077	1067	1015	988	1105	1051	1008	0
1032	1077	1067	1015	988	1105	1051	1008	1101	0
1077	1067	1015	988	1105	1051	1008	1101	1058	0
1067	1015	988	1105	1051	1008	1101	1058	981	0
1015	988	1105	1051	1008	1101	1058	981	1101	0
988	1105	1051	1008	1101	1058	981	1101	1027	0
1105	1051	1008	1101	1058	981	1101	1027	1000	0
1051	1008	1101	1058	981	1101	1027	1000	1113	0
1008	1101	1058	981	1101	1027	1000	1113	1070	0
1101	1058	981	1101	1027	1000	1113	1070	977	0
1058	981	1101	1027	1000	1113	1070	977	1117	0
981	1101	1027	1000	1113	1070	977	1117	1136	0
1101	1027	1000	1113	1070	977	1117	1136	1050	0
1027	1000	1113	1070	977	1117	1136	1050	1055	0
1000	1113	1070	977	1117	1136	1050	1055	1124	0
1113	1070	977	1117	1136	1050	1055	1124	1082	0
1070	977	1117	1136	1050	1055	1124	1082	1008	0
977	1117	1136	1050	1055	1124	1082	1008	1089	0
1117	1136	1050	1055	1124	1082	1008	1089	1144	0
1136	1050	1055	1124	1082	1008	1089	1144	1008	0
1050	1055	1124	1082	1008	1089	1144	1008	1070	0
1055	1124	1082	1008	1089	1144	1008	1070	1121	0
1124	1082	1008	1089	1144	1008	1070	1121	1066	0
1082	1008	1089	1144	1008	1070	1121	1066	1105	0
1008	1089	1144	1008	1070	1121	1066	1105	1175	0
1089	1144	1008	1070	1121	1066	1105	1175	1125	0
1144	1008	1070	1121	1066	1105	1175	1125	1054	0
1008	1070	1121	1066	1105	1175	1125	1054	1183	0
1070	1121	1066	1105	1175	1125	1054	1183	1109	0
1121	1066	1105	1175	1125	1054	1183	1109	1050	0
1066	1105	1175	1125	1054	1183	1109	1050	1117	0
1105	1175	1125	1054	1183	1109	1050	1117	1140	0
1175	1125	1054	1183	1109	1050	1117	1140	1000	0
1125	1054	1183	1109	1050	1117	1140	1000	1090	0
1054	1183	1109	1050	1117	1140	1000	1090	1136	0
1183	1109	1050	1117	1140	1000	1090	1136	996	0
1109	1050	1117	1140	1000	1090	1136	996	1144	0
1050	1117	1140	1000	1090	1136	996	1144	1148	0
1117	1140	1000	1090	1136	996	1144	1148	1054	0
1140	1000	1090	1136	996	1144	1148	1054	1168	0
1000	1090	1136	996	1144	1148	1054	1168	1167	0
1090	1136	996	1144	1148	1054	1168	1167	1074	0
1136	996	1144	1148	1054	1168	1167	1074	1148	0
996	1144	1148	1054	1168	1167	1074	1148	1159	0
1144	1148	1054	1168	1167	1074	1148	1159	1086	0
1148	1054	1168	1167	1074	1148	1159	1086	1179	0
1054	1168	1167	1074	1148	1159	1086	1179	1187	0
1168	1167	1074	1148	1159	1086	1179	1187	1085	0
1167	1074	1148	1159	1086	1179	1187	1085	1179	0
1074	1148	1159	1086	1179	1187	1085	1179	1183	0
1148	1159	1086	1179	1187	1085	1179	1183	1066	0
1159	1086	1179	1187	1085	1179	1183	1066	1094	0
1086	1179	1187	1085	1179	1183	1066	1094	1179	0
1179	1187	1085	1179	1183	1066	1094	1179	1101	0
1187	1085	1179	1183	1066	1094	1179	1101	1015	0
1085	1179	1183	1066	1094	1179	1101	1015	1144	0
1179	1183	1066	1094	1179	1101	1015	1144	1183	0
1183	1066	1094	1179	1101	1015	1144	1183	1055	0
1066	1094	1179	1101	1015	1144	1183	1055	961	0
1094	1179	1101	1015	1144	1183	1055	961	984	0
1179	1101	1015	1144	1183	1055	961	984	1047	0
1101	1015	1144	1183	1055	961	984	1047	1008	0
1015	1144	1183	1055	961	984	1047	1008	934	0
1144	1183	1055	961	984	1047	1008	934	933	0
1183	1055	961	984	1047	1008	934	933	919	0
1055	961	984	1047	1008	934	933	919	906	0
961	984	1047	1008	934	933	919	906	903	0
984	1047	1008	934	933	919	906	903	899	0
1047	1008	934	933	919	906	903	899	906	0
1008	934	933	919	906	903	899	906	934	0
934	933	919	906	903	899	906	934	1020	0
933	919	906	903	899	906	934	1020	1101	0
919	906	903	899	906	934	1020	1101	1117	0
906	903	899	906	934	1020	1101	1117	1105	0
903	899	906	934	1020	1101	1117	1105	1046	0
899	906	934	1020	1101	1117	1105	1046	1082	0
906	934	1020	1101	1117	1105	1046	1082	1074	0
934	1020	1101	1117	1105	1046	1082	1074	1078	0
1020	1101	1117	1105	1046	1082	1074	1078	1019	0
1101	1117	1105	1046	1082	1074	1078	1019	1199	0
1117	1105	1046	1082	1074	1078	1019	1199	1261	0
1105	1046	1082	1074	1078	1019	1199	1261	1175	0
1046	1082	1074	1078	1019	1199	1261	1175	1046	0
1082	1074	1078	1019	1199	1261	1175	1046	1183	0
1074	1078	1019	1199	1261	1175	1046	1183	1113	0
1078	1019	1199	1261	1175	1046	1183	1113	1016	0
1019	1199	1261	1175	1046	1183	1113	1016	1105	0
1199	1261	1175	1046	1183	1113	1016	1105	1175	0
1261	1175	1046	1183	1113	1016	1105	1175	1054	0
1175	1046	1183	1113	1016	1105	1175	1054	1055	0
1046	1183	1113	1016	1105	1175	1054	1055	1089	0
1183	1113	1016	1105	1175	1054	1055	1089	953	0
1113	1016	1105	1175	1054	1055	1089	953	1090	0
1016	1105	1175	1054	1055	1089	953	1090	1144	0
1105	1175	1054	1055	1089	953	1090	1144	1016	0
1175	1054	1055	1089	953	1090	1144	1016	1128	0
1054	1055	1089	953	1090	1144	1016	1128	1163	0
1055	1089	953	1090	1144	1016	1128	1163	1055	0
1089	953	1090	1144	1016	1128	1163	1055	1194	0
953	1090	1144	1016	1128	1163	1055	1194	1249	0
1090	1144	1016	1128	1163	1055	1194	1249	1105	0
1144	1016	1128	1163	1055	1194	1249	1105	1133	0
1016	1128	1163	1055	1194	1249	1105	1133	1210	0
1128	1163	1055	1194	1249	1105	1133	1210	1163	0
1163	1055	1194	1249	1105	1133	1210	1163	1148	0
1055	1194	1249	1105	1133	1210	1163	1148	1238	0
1194	1249	1105	1133	1210	1163	1148	1238	1198	0
1249	1105	1133	1210	1163	1148	1238	1198	1093	0
1105	1133	1210	1163	1148	1238	1198	1093	1195	0
1133	1210	1163	1148	1238	1198	1093	1195	1218	0
1210	1163	1148	1238	1198	1093	1195	1218	1105	0
1163	1148	1238	1198	1093	1195	1218	1105	1101	0
1148	1238	1198	1093	1195	1218	1105	1101	1202	0
1238	1198	1093	1195	1218	1105	1101	1202	1102	0
1198	1093	1195	1218	1105	1101	1202	1102	1077	0
1093	1195	1218	1105	1101	1202	1102	1077	1199	0
1195	1218	1105	1101	1202	1102	1077	1199	1117	0
1218	1105	1101	1202	1102	1077	1199	1117	1042	0
1105	1101	1202	1102	1077	1199	1117	1042	1117	0
1101	1202	1102	1077	1199	1117	1042	1117	1167	0
1202	1102	1077	1199	1117	1042	1117	1167	1047	0
1102	1077	1199	1117	1042	1117	1167	1047	1152	0
1077	1199	1117	1042	1117	1167	1047	1152	1167	0
1199	1117	1042	1117	1167	1047	1152	1167	1058	0
1117	1042	1117	1167	1047	1152	1167	1058	1176	0
1042	1117	1167	1047	1152	1167	1058	1176	1233	0
1117	1167	1047	1152	1167	1058	1176	1233	1078	0
1167	1047	1152	1167	1058	1176	1233	1078	1136	0
1047	1152	1167	1058	1176	1233	1078	1136	1128	0
1152	1167	1058	1176	1233	1078	1136	1128	1039	0
1167	1058	1176	1233	1078	1136	1128	1039	1024	0
1058	1176	1233	1078	1136	1128	1039	1024	1218	0
1176	1233	1078	1136	1128	1039	1024	1218	1112	0
